unscrubbed,42,10000,2023-01-23 12:08:23.116757-08:00,4.19200325012207,10.50768756866455,3000000,3.2630844116210938,11.427127838134766,163161,1.1655908823013306,7.685837268829346,36311,2.498969554901123,5.65857458114624,1278288,3.9519786834716797,11.540096282958984,303868,5.569493293762207,9.987030029296875,172779,4.836723327636719,9.919179916381836,182416
unscrubbed,42,500,2023-01-23 12:26:02.226550-08:00,4.173248291015625,10.402767181396484,150000,3.283738613128662,11.375641822814941,8003,1.1441096067428589,7.357135772705078,1779,2.5078518390655518,5.686896800994873,64130,3.9713759422302246,11.480415344238281,15417,5.579430103302002,9.96027660369873,8780,4.836564064025879,10.066058158874512,9314
q-1.5-0.0,42,500,2023-01-23 12:26:05.086645-08:00,4.175313949584961,10.390681266784668,150000,3.286259889602661,11.373682022094727,8003,1.1486748456954956,7.376248836517334,1779,2.5136871337890625,5.691434860229492,64130,3.998326539993286,11.424409866333008,15417,5.594892978668213,9.897006034851074,8780,4.83446741104126,10.024928092956543,9314
q-1.5-0.1,42,500,2023-01-23 12:26:08.045526-08:00,4.1750054359436035,10.3836669921875,150000,3.2829132080078125,11.288166046142578,8003,1.1409844160079956,7.12191915512085,1779,2.5166947841644287,5.699074745178223,64130,4.010182857513428,11.405465126037598,15417,5.601174831390381,9.858623504638672,8780,4.815653324127197,9.96759033203125,9314
q-1.5-0.2,42,500,2023-01-23 12:26:10.933985-08:00,4.175217628479004,10.380215644836426,150000,3.28205943107605,11.267824172973633,8003,1.1371397972106934,7.034639358520508,1779,2.519449234008789,5.709603309631348,64130,4.022128582000732,11.414641380310059,15417,5.605042934417725,9.875402450561523,8780,4.806787967681885,9.922861099243164,9314
q-1.5-0.3,42,500,2023-01-23 12:26:13.843273-08:00,4.176346778869629,10.392444610595703,150000,3.282121181488037,11.3136568069458,8003,1.140648603439331,7.225914478302002,1779,2.520003318786621,5.732271194458008,64130,4.025285243988037,11.503619194030762,15417,5.624553203582764,9.903874397277832,8780,4.824114799499512,10.011308670043945,9314
q-1.5-0.4,42,500,2023-01-23 12:26:16.789708-08:00,4.175529956817627,10.398395538330078,150000,3.281700611114502,11.3327054977417,8003,1.1418489217758179,7.265589237213135,1779,2.5138015747070312,5.711674213409424,64130,3.997663736343384,11.505633354187012,15417,5.605684280395508,9.945673942565918,8780,4.84006404876709,10.029481887817383,9314
q-1.5-0.5,42,500,2023-01-23 12:26:19.672685-08:00,4.177202224731445,10.375595092773438,150000,3.284529685974121,11.290170669555664,8003,1.142264485359192,7.074259281158447,1779,2.5248076915740967,5.724370956420898,64130,4.047369480133057,11.39423942565918,15417,5.624758720397949,9.796135902404785,8780,4.812596321105957,9.9282808303833,9314
q-1.5-0.6,42,500,2023-01-23 12:26:22.570898-08:00,4.178846836090088,10.384130477905273,150000,3.2859909534454346,11.306917190551758,8003,1.1460803747177124,7.162477016448975,1779,2.522611379623413,5.715505123138428,64130,4.038399696350098,11.38746166229248,15417,5.622490882873535,9.839219093322754,8780,4.823375701904297,9.972073554992676,9314
q-1.5-0.7,42,500,2023-01-23 12:26:25.496895-08:00,4.178146839141846,10.425686836242676,150000,3.2912323474884033,11.39966869354248,8003,1.1529299020767212,7.433650970458984,1779,2.506884813308716,5.691165447235107,64130,3.966975212097168,11.526694297790527,15417,5.578146934509277,10.024713516235352,8780,4.842861652374268,10.088339805603027,9314
q-1.5,42,500,2023-01-23 12:26:28.454921-08:00,4.245075702667236,10.348628044128418,150000,3.4463961124420166,10.412880897521973,8003,1.5336436033248901,5.685910701751709,1779,2.650724172592163,6.086246967315674,64130,4.598628520965576,11.035453796386719,15417,5.993770122528076,9.552120208740234,8780,4.755002975463867,9.47092056274414,9314
q-1.5-emb,42,500,2023-01-23 12:26:31.272357-08:00,4.188083171844482,10.31201171875,150000,3.310230255126953,10.833760261535645,8003,1.2393519878387451,6.067770957946777,1779,2.559675931930542,5.75736665725708,64130,4.198807716369629,11.042129516601562,15417,5.691751956939697,9.565629959106445,8780,4.755609512329102,9.619452476501465,9314
q-1.5-0.06,42,500,2023-01-23 12:26:34.117287-08:00,4.1841230392456055,10.373106956481934,150000,3.290607213973999,11.266668319702148,8003,1.1558047533035278,7.0547895431518555,1779,2.534759998321533,5.739382266998291,64130,4.091813564300537,11.329804420471191,15417,5.655438423156738,9.782327651977539,8780,4.814222812652588,9.902048110961914,9314
q-1.5-0.1235,42,500,2023-01-23 12:26:36.984297-08:00,4.197502613067627,10.32728099822998,150000,3.317680835723877,10.85299301147461,8003,1.2357218265533447,6.063180446624756,1779,2.5769972801208496,5.850511074066162,64130,4.274942874908447,11.201140403747559,15417,5.771310806274414,9.562447547912598,8780,4.756182670593262,9.572948455810547,9314
